Word,Count
procStartInfo.UseShellExecute,1
met,1
model.CopyStepEntities.Clear();,1
instance.</returns>,1
(proc.HasExited),1
lable._actionData.Loops));,1
\name="\xpathQuery"\>XPath\,1
DoSend(Message,1
folders,1
collapse;,1
Singleton.Instance<FlowHandler>().ActiveScriptEntity,1
\(HelperClass.ShowQuestionMessageBox("\Script\,1
Enums.Status.NoN),1
pass,1
i));,1
LableObj,1
1;,1
Disconnect,1
optional,1
_action(parameter);,1
port's,1
events,1
LoggerTimer_Elapsed(object,1
XmlDataProvider,1
_actionData.SourceVar));,1
\port..."\);\,1
FIRST,1
testEntity,1
\smk.Length,\,1
our,1
Singleton.Instance<SavedData>().Variables[_actionData.TargetVar].SetValue(GetObject().GetAndClearDate());,1
VOLT,1
sb.ToString();,1
RestartExecution,1
\c:\dell\"\\,1
res));,1
(scripts,1
List<string>,1
event.</param>,1
//_ReadBuffer.Start();,1
msg.Message);,1
\name="\ReturnIfNotFound"\>The\,1
NLog;,1
8px;,1
failure,1
\"\}"\,\,1
//else,1
selecting,1
beginning,1
socket,1
Singleton.Instance<SavedData>().Variables[_actionData.TargetVar].SetValue(GetSerialObject().GetData());,1
(Dependency,1
SelectedSuiteName,1
RESPOND,1
(!res),1
(step.Action.TypeId,1
Copy,1
_LogMessagesTimer.Stop();,1
ActionType.GetLastExecutionStatus:,1
node,1
steps),1
\host,\,1
SocketFlags.None);,1
\name="\BreakCharacters"\>The\,1
Display,1
Singleton.Instance<ActionHandler>().Flowhandler.LableIndex,1
////On,1
(variables),1
\Connect,\,1
GetLogFileName(),1
reader.ReadToEnd();,1
_recivedDate[0];,1
\string.Format("\##teamcity[testStarted\,1
FindFiles(string,1
ServerComActionOld(),1
\Console.WriteLine("\SENDING\,1
NOT,1
TearDown,1
Application.Exit();,1
Main,1
\"\Text\,1
rootFolder),1
lastLayout,1
Singleton.Instance<ActionHandler>().Flowhandler.FindLableIndex(en.OnFailureLabel);,1
\Name"\)\,1
WriteSkipLog(string,1
ascii,1
Details.Add(_actionData.Value);,1
_tcpListen;,1
\SavedData.VariableData(Details[4],\,1
WayneSim,1
\Encoding.GetEncoding("\ISO-8859-9"\))))\,1
folder,1
///,1
Enums.Status.Pass),1
needs,1
\"\Type\,1
\script"\))\,1
_script.EndTime,1
FileHandler.ExtructScriptFromFile(Singleton.Instance<AppSettings>().TearDownScript);,1
\AutoApp.Logger.WriteInfoLog("\Shutting\,1
Summary,1
Skipping,1
Details.Add(_actionData.TargetVar);//4,1
\Add"\,\,1
name),1
Something,1
\"\cd\,1
\Details[3],\,1
msec,1
adds,1
\s.Send(smk);//,\,1
data1.Add(myString);,1
\_conn.Disconnect("\bye"\);\,1
StringWriter(sb)),1
TcpListenerObj,1
administrator,1
lengthTxb.IsEnabled,1
\happened"\);\,1
Acceleration/Deceleration,1
t;,1
\ExecuteSuite,\,1
\_type,\,1
extention,1
\AutoApp.Logger.WriteFailLog(string.Format("\Server\,1
\-Process,User,Machine\,1
s.Disconnect(false);,1
\(sRecieved.IndexOf("\[c"\)\,1
copyright,1
th,1
(((AutomationServer.StepEntity)(action)).Action).TypeId;,1
turns,1
en.OnFailureLabel));,1
arial;,1
instance.</param>,1
command),1
System.Text.Encoding.ASCII;,1
handler.StopBwExecution();,1
color:#333333;,1
_script;,1
\(ServerComAction.ActionType)Enum.Parse(typeof(ServerComAction.ActionType),\,1
example),1
Negotiate(1);,1
\name,string\,1
segment.IndexOf(title);,1
\"\Disconnected"\,\,1
StreamReader,1
\AutoApp.Logger.WriteInfoLog(string.Format("\Sending\,1
TEST_PATH,1
BreakPoint,1
tid,1
Raised,1
StringSplitOptions.RemoveEmptyEntries)),1
StepEntity(action);,1
two,1
duration,1
wasn't,1
Details.Add(_actionData.Host);,1
ActionType.ExecuteSuite:,1
_timer_Elapsed(object,1
designated,1
1000;,1
sRecieved,1
we're,1
acceleration,1
_action;,1
=============,1
retrieved.</returns>,1
100,1
\_actionData.LableName,\,1
tree,1
#0066CC;,1
sock.Shutdown(SocketShutdown.Both);,1
-l:1,1
\String}"\;\,1
(timeout,1
numbers,1
ActiveScriptEntity.Script.Entities.Count;,1
files,1
don't,1
\exist"\);\,1
ActionType.CopyList:,1
_loggerQueue,1
\GetServerStatus,\,1
sock.RemoteEndPoint,1
testEntity.Enable,1
\StreamReader(fineName,\,1
App.xaml,1
iteration,1
ssh;,1
Exception(ex.Message);,1
ConcurrentQueue<LoggerMessage>,1
LableIndex));,1
\tmpEntityName.Replace("\&amp;"\,\,1
did,1
\run,\,1
(Singleton.Instance<ActionHandler>().Flowhandler.FindLableIndex(_actionData.LableName)),1
!aa30a(cr),1
probably,1
color:#000,1
\ProcessStartInfo(AutoApp.Settings.ApplicationDirectory+"\\\AutomationServer.exe"\));\,1
performing,1
(LabelAction)s.Action;,1
FileTarget;,1
strs,1
ActiveScriptEntity1,1
\AutoApp.Logger.WriteInfoLog(string.Format("\Target\,1
same,1
>roi.csv,1
en.Action.ActionStatus;,1
counter,1
arguments.</param>,1
also,1
make,1
\false,\,1
SetLogFileName(string,1
Implementation,1
_lableList,1
\SocketOptionName.ReuseAddress,\,1
Singleton.Instance<SaveData>().Script.Entities;,1
(Singleton.Instance<ActionHandler>().PauseStopOrContinueAction())//on,1
WriteInfoLog(string,1
Enter,1
}//3,1
tells,1
(sleep,1
\username,\,1
document,1
\name="\name"\>The\,1
takes,1
\hostCmb.Text,\,1
((SleepAction)s.Action).StopSleep();,1
contains,1
\s.SetSocketOption(SocketOptionLevel.Socket,\,1
-s:temp.tsu,1
int.Parse(loopCountStr);,1
testDataGrid.SelectedItems[i],1
suite),1
\AutoApp.Logger.WriteInfoLog("\Starting\,1
LableObj>,1
\modules"\);\,1
(command.Contains(ServerComAction.ActionType.GetLastExecutionStatus.ToString())),1
oldList),1
WritePassLog(string,1
NLog.Targets;,1
string[],1
\name="\EndingString"\>The\,1
ActiveScriptEntity,1
privileges,1
returned,1
(timeout<0),1
sends,1
\"\get\,1
RelayCommand,1
Regex(_searchString).Matches(_soureString).Count;,1
/home2/WebInstall.log,1
Step,1
type=&quot;text/css&quot;&gt;,1
//validate,1
isControllerRestarts,1
\"\<"\).Replace("\&gt;"\,\,1
Singleton.Instance<SaveData>().AddStepEntity(entity);,1
\varName),\,1
FindLableIndex1(string,1
Singleton.Instance<SavedData>().GetVariableData(_actionData.Host);,1
receive,1
appending,1
Driver,1
\name="\getNewInstance"\>The\,1
with</param>,1
Designer.xaml,1
Sleep();,1
working,1
_ReadBuffer,1
//Thread.Sleep(5000);,1
(Singleton.Instance<SavedData>().Variables.ContainsKey(_actionData.TargetVar)),1
entity.Comment,1
because,1
\(sb.ToString().Contains("\_Load\,1
ExtructValueBetween(string,1
\MessageBox.Show("\ERROR\,1
DI,1
good,1
_actionData.Result),1
\Fatal,\,1
\"\\\Suites"\;\,1
System.Threading.ManualResetEvent(false).WaitOne(2000);,1
editing,1
object,1
System.Threading.ManualResetEvent(false).WaitOne((int)msec);,1
starts,1
\Encoding.GetEncoding("\iso-8859-1"\);\,1
ObservableCollection<StepEntity>();,1
(ActionStatus,1
previous,1
supports,1
header,1
(ssh,1
ListView,1
System.Threading.ManualResetEvent(false).WaitOne(200);,1
_LogMessagesTimer.Elapsed,1
//should,1
FileTarget,1
startup,1
generating,1
Shutdown,1
info,1
clsScriptingTelnet,1
\name="\e"\>Navigation\,1
Handles,1
saveBtn_Click(object,1
append,1
#endregion,1
clearing,1
\{0}"\,_actionData.Name));\,1
defiles,1
RelayCommand(Action<object>,1
LableObject>,1
Console.WriteLine(result);,1
CanExecuteChanged;,1
value),1
\CommonHelper.AddToLogFile(reader.LogFileName,\,1
\OPTIONS"\);\,1
\input.Replace("\[49;m"\,\,1
\name="\SuppressCarriageReturn"\>True\,1
29472);,1
Console.WriteLine(,1
======================,1
incoming,1
msg;,1
grid,1
\TestEntity(ExtructScriptFromFile(tmpEntityName),\,1
dgStepEntities.SelectedItems[i],1
\name="\sender"\>Object\,1
//4,1
Execute(object,1
oldList,1
Group,1
they,1
font-size:14px;,1
System.Environment.NewLine);,1
27,1
clients,1
Holds,1
Enums.Status.Info,1
\segment.IndexOf(System.Environment.NewLine,\,1
\AutoApp.Logger.WriteInfoLog("\AutoLunch\,1
(_type,1
GetOrCreateList(Singleton.Instance<SavedData>().GetVariableData(_actionData.Value));,1
WriteFatalLog(string,1
throw,1
-o:Continue,1
\LableName,\,1
<returns>Always,1
operations,1
\input.Replace("\[1;35m"\,\,1
\Script"\);\,1
Property,1
model,1
itself,1
ScriptActionOld,1
(en.Status,1
couldn't,1
\IPEndPoint(IPAddress.Parse(Host),\,1
Log,1
AutoApp.Logger.WriteFailLog(,1
60;,1
============,1
Timer(1000);//timer,1
treadStart.Abort();,1
SSHConnection,1
tmpEntityEnable;,1
ref,1
date,1
(isReading),1
Expand,1
Singleton.Instance<SavedData>().TelnetCommunications[_actionData.Host];,1
(lable._type,1
\TelnetClass(host,\,1
finishes,1
_action,1
Auto,1
(!string.IsNullOrEmpty(Singleton.Instance<AppSettings>().TearDownScript)),1
WCF,1
sqlite3.exe,1
Command:,1
==========================================================================================,1
(Singleton.Instance<ActionHandler>().Flowhandler.FindLableIndex(_actionData.Lable)),1
_script,1
\AutoApp.Logger.WritePassLog(string.Format("\Condition\,1
model.CopyTestEntities.Add(entity);,1
(((System.Windows.Controls.DataGridCell)(sender)).Column).Header.ToString();,1
encoding,1
delay));,1
<returns>All,1
Rs232ActionType.GetData:,1
System.ServiceModel.AddressAccessDeniedException,1
========================,1
action;,1
================,1
15,1
Singleton.Instance<ActionHandler>().Flowhandler.LableIndex;,1
sleep,1
\connection,\,1
\"\Substring"\\,1
\input.Replace("\[1;37m"\,\,1
\Cleared"\,\,1
segment,1
GetObject().GetAndClearDate();,1
callbackProc,1
(XmlReader,1
ActionType.Connect:,1
#32,1
'this',1
requests,1
SPEED,1
<returns>the,1
(!Singleton.Instance<SavedData>().TelnetCommunications.ContainsKey(_actionData.Host)),1
unless,1
\AutoApp.Logger.WriteFailLog(string.Format("\Serial\,1
en,1
ScriptActionOld(ActionType,1
param.</param>,1
non,1
(before,1
XPath,1
i;,1
ElapsedEventHandler(_timer_Elapsed);,1
False,1
\property,\,1
capturing,1
_script.StartTime,1
dialogs,1
(true),1
passing,1
GetValue,1
ServerComActionOld(ActionType,1
Send,1
automatic,1
listen,1
\AutoApp.Logger.WriteWarningLog("\Condition\,1
\title.Length,\,1
\Console.WriteLine("\Sent:\,1
Message.ToUpper());,1
Execute,1
closing,1
activity,1
(dgStepEntities.SelectedItems.Count,1
executing,1
\+"\\,1
XmlDataProvider's,1
CommonHelper.DeleteFile(reader.LogFileName);,1
Singleton.Instance<SavedData>().Variables[_actionData.Target].SetValue(res.ToString());,1
injection),1
\"\:"\\,1
_loggerQueue.Count;,1
tmpEntityName);,1
validation,1
!aa40a(cr),1
StartupScript,1
UpdateLables(),1
name);,1
ActionType.GetValue:,1
//protection,1
data=string.Empty;,1
separated),1
Rs232ActionType.ExportData:,1
<returns>Returns,1
options,1
handler.Excute();,1
\scriptName.IndexOf("\."\));\,1
ProgressPercentage,1
test.Entities.Add(testEntity);,1
#16,1
AppDomain.CurrentDomain.BaseDirectory+,1
WriteFailLog(string,1
en.Status,1
1;//decrement,1
Execute1(),1
\0"\))\,1
personal,1
\========"\,\,1
init,1
\AutoApp.Logger.WriteInfoLog(string.Format("\GoTo\,1
StringBuilder();,1
\LoggerMessage(LogLevel.Error,\,1
instances,1
resources,1
10;,1
Important,1
\name="\parent"\>Parent\,1
listObj.Add(item);,1
serial,1
SshStream,1
Logger,1
(now,1
;,1
TcpListenerObj(2222);,1
\Details[2],\,1
\_actionData.Lable,\,1
\(res.ToLower().Contains("\exit"\))\,1
\logger.Log(LogLevel.Fatal,\,1
setup,1
recieved,1
#region,1
nBytesRec));,1
lableName;,1
LableObj(string,1
\AutoApp.Logger.WritePassLog(string.Format("\Server\,1
_tcpListen,1
\name="\T"\>Attribute\,1
ssh.RemoveTerminalEmulationCharacters,1
starts),1
=============================================================================,1
releasing,1
GetObject().SendMessage(serverCommand);,1
Message.ToUpper(),1
\_conn.ListenForwardedPort("\0.0.0.0"\,\,1
myDock.Layout.ActiveContent,1
\_action("\\,1
IPHost,1
truncated]&quot;;,1
null;//reseting,1
(!string.IsNullOrEmpty(value)),1
(script/test/suite),1
reader.Close();,1
(header,1
\LoggerMessage(LogLevel.Warn,\,1
\AutoApp.Logger.WriteSkipLog(string.Format("\Skipping\,1
data[1]-,1
Enums.Status.Exception,1
view,1
\e,\,1
reflection,1
-1,1
read,1
handler.ActiveTestSuite.Entities.Clear();,1
\name="\StartingString"\>The\,1
System.Timers.Timer,1
ActivateGoTo1(),1
\SendCommandToServer(ServerComActionOld.ActionType.GetLastExecutionStatus,null);\,1
SleepView.xaml,1
(Singleton.Instance<SavedData>().Variables[_actionData.SourceVar].GetValue(),1
lable;,1
_actionData.Value);,1
SshObj1,1
s.Connect(new,1
Internal,1
Searches,1
interpret,1
(Status,1
must,1
bubbling,1
reply,1
LableObject>();,1
model.CopyStepEntities.Add(entity);,1
(((AutomationServer.StepEntity)(action)));,1
LMT,1
\"\Error:\,1
parent,1
);,1
Save,1
\scriptName.Substring(0,\,1
MainTabControl.SelectedIndex,1
\met,continuing\,1
System.Timers.Timer();//timer,1
\(.txt)|*.txt"\;\,1
\transactions"\;\,1
enables,1
Overflow,1
TelnetClass,1
IPHost.AddressList;,1
(hidden,1
SelectedStepEntityIndex,1
//only,1
isGreater,1
Enums.Status.Warning,1
Dns.GetHostEntry(hostIPAddress);,1
\step"\);\,1
table,1
used),1
several,1
\"\Done!"\;\,1
logFileName;//set,1
(!string.IsNullOrEmpty(data)),1
\AutoApp.Logger.WriteWarningLog("\Action\,1
proxy,1
(en.Enable),1
listObj.Clear();,1
Details[4],1
\valueTxb.Text,\,1
\escaped,\,1
border-collapse:,1
\AutoApp.Logger.WriteInfoLog(string.Format("\Finished\,1
\10000,\,1
Negotiate(2);,1
(command.Contains(ServerComAction.ActionType.GetValue.ToString())),1
writing,1
sw,1
arrows,1
1);,1
GetObject().Disconnect();,1
AutoApp.Logger.WriteInfoLog(string.Format(,1
\SendCommandToServer(ServerComActionOld.ActionType.GetValue,_actionData.Value);\,1
data.Split(new,1
\"\SELECT\,1
(StringWriter,1
completion,1
AutoLogger,1
(((LabelAction)s.Action)._actionData.LableName,1
username;,1
Environment.NewLine,1
CanExecute(object,1
(_type),1
LOG_PATH,1
ASCII,1
Enums.Status.Fail,1
Singleton.Instance<SavedData>().ReleaseAll();,1
Instance,1
\_actionData.Target,\,1
========================================================,1
product,1
[rest,1
Less,1
DesignerViewModel();,1
LoggerMessage,1
ones),1
\lableName,\,1
testGroup,1
&lt;style,1
\seconds"\,\,1
startString.Length);,1
22));,1
\worked,\,1
en.Execute();//execute,1
\activated,\,1
password;,1
segment.IndexOf(startString);,1
blocking,1
LableList[_actionData.LableName].CurrentLoopCount.ToString()));,1
\input.Replace("\[1;33m"\,\,1
\name="\T"\>The\,1
AutoLogger(),1
_textActionData.Value.Split('~');,1
ElapsedEventHandler(LoggerTimer_Elapsed);,1
logFileName),1
\value,\,1
ServiceHost(typeof(AutomationServer.ServerCommunication))),1
Singleton.Instance<ActionHandler>().ActiveStep;,1
Message,1
\"\version='1.0'\,1
value;,1
ServerComActionOld,1
StepEntity;,1
(!string.IsNullOrEmpty(en.OnFailureLabel)),1
supported),1
dialog.</param>,1
Members,1
\Singleton.Instance<ActionHandler>().Flowhandler.LableIndex,\,1
(currently,1
1200,1
HasFinished,1
\Singleton.Instance<SavedData>().TelnetCommunications.Add(_actionData.Host,\,1
!aa3DD(cr),1
title.Length);,1
model.SelectedStepEntity,1
\AssemblyFileVersion("\1.0.0.0"\)]\,1
check,1
SGA,1
RunProgram,1
Singleton.Instance<SavedData>().UpdateParams(_actionData.Params);,1
RoutedEventArgs,1
/c,1
IN,1
\GetLastExecutionStatus,\,1
(_script,1
\"\rm\,1
\"\LogFile\,1
(secureCRT),1
Details.Add(variableData.GetValue());//5,1
(Singleton.Instance<SavedData>().Variables.ContainsKey(_actionData.SourceVar)),1
auto,1
fileName));,1
inner,1
CurrentLoopCount,1
\,jump\,1
tmpEntityName=,1
testing,1
\log,\,1
\SendCommandToServer(ServerComActionOld.ActionType.ExecuteSuite,\,1
e.ProgressPercentage;,1
overflow,1
\Details[5],\,1
cache,1
Raise,1
\logger.Log(LogLevel.Warn,\,1
100;,1
\AutoApp.Logger.WritePassLog(string.Format("\Variable\,1
\"\Replace"\)\,1
\Error,\,1
ExecutionExpander.IsExpanded,1
Handling,1
InternalVariables.Keys),1
sb,1
(zero,1
-1;//reseting,1
Steps,1
reader.Dispose();,1
Rs232ActionType.ClearData:,1
//3,1
\AutoApp.Logger.WriteFailLog("\Driver\,1
viewModel,1
..it's,1
procStartInfo.CreateNoWindow,1
_resetLog,1
Details.Add(_actionData.Port);,1
\AutoApp.Logger.WriteInfoLog(string.Format("\##teamcity[testSuiteStarted\,1
tmpEntityName,1
Thread.Sleep(1000);,1
(depands,1
sec,1
1000,1
listener,1
\LoggerMessage(LogLevel.Info,System.DateTime.Now\,1
\Worker"\);\,1
InternalVariables,1
\"\.txt"\;\,1
\_soureString.Replace("\\r"\,\,1
\Disconnected"\);\,1
Scripts,1
\logger.Log(LogLevel.Error,\,1
\AutoApp.Logger.WriteInfoLog("\Executing\,1
Processing,1
\writer.WriteProcessingInstruction("\xml"\,\,1
\"\mkdir\,1
option,1
SerachUserControl.xaml,1
requires,1
testDataGrid.SelectedItems.Count;,1
\startString.Length,\,1
\ServerComAction(type,\,1
Title,1
executed,1
\"\\\Tests"\;\,1
Count,1
ssh.Dispose();,1
\},\,1
implement,1
specifed,1
\1000,\,1
RemoveObject(),1
HTML,1
\"\/c\,1
\"\put\,1
string</returns>,1
abstract,1
Singleton.Instance<SavedData>().GetVariableData(_sec);,1
TestEntity;,1
!!!!!!!!!important,1
haven't,1
progress,1
proc.StandardOutput.ReadToEnd();,1
second,1
ssh.Write(command);,1
logger,1
possible,1
Zero,1
(when,1
resource.</param>,1
\"\);\,1
character,1
query,1
\]"\,tse.Name));\,1
myString,1
-=,1
\AutoApp.Logger.WriteInfoLog(string.Format("\##teamcity[testFinished\,1
validate,1
TestEntity,1
(!fileinfo.Exists),1
dgStepEntities.SelectedItems.Count;,1
Singleton.Instance<ActionHandler>().savedData.LableList.Clear();,1
breakpoints),1
Details.Add(_actionData.Params);,1
GetLastRow,1
WriteWarningLog(string,1
wise,1
GetSerialObject().ClearData();,1
Convert.ToBoolean(Details[6));,1
\(variable.Contains("\}"\)))\,1
!aaMLddddd(cr),1
_ReadBuffer.Elapsed,1
run-,1
\"\##teamcity[testFailed\,1
stream</param>,1
\endString,\,1
ssh.ReadResponse();,1
Action<object>,1
(GetSerialObject()),1
command.ToString();,1
_startCaptureFlag,1
Generate,1
ToolboxExpander.IsExpanded,1
config,1
retrieve.</typeparam>,1
TAGS,1
\Incidentally,\,1
StringBuilder,1
Variable:,1
2000,1
ActionType.Exist),1
scriptName,1
AsyncCallback,1
equal,1
//On,1
dead,1
deletes,1
Details.Count>2?Details[2]:string.Empty,1
ExtructValueFromRow(string,1
contains),1
\AutoApp.Logger.WriteFailLog(string.Format("\Script\,1
\=Path.Combine(StaticFields.LOG_PATH,\,1
logfile,1
Relative,1
\(sRecieved.IndexOf("\[6n"\)\,1
tables,1
pattern,1
Singleton.Instance<ActionHandler>().Flowhandler.LableIndex));,1
CSS,1
msg);,1
found</returns>,1
T's,1
IAC,1
SendCommandToServer(ServerComActionOld.ActionType,1
\string.Format("\Remote\,1
waits,1
Connects,1
targetVarCmb.Text,1
updated,1
unpermanent,1
(opposite,1
\"\WONT"\,\,1
connected),1
varName,1
EventHandler,1
constuctor,1
sw.Flush();,1
_recivedDate.RemoveAt(0);,1
_conn.AsyncReceive(this);,1
buffer,1
Sleep(),1
Acceleration,1
[{0}],1
\encoding='UTF-8'"\);\,1
FROM,1
(parameter,1
either,1
Serial,1
SendCommand(string,1
security,1
AboutWin.xaml,1
